Reaction,Flux,Subsystem
EX_galt_LPAREN_e_RPAREN_,0.0,
DADK_reverse,0.0,Nucleotide Salvage Pathway
EX_no2_LPAREN_e_RPAREN_,0.0,
PLIPA1E140pp,0.0,Glycerophospholipid Metabolism
PLIPA2G120pp,0.0,Glycerophospholipid Metabolism
GAMtex,0.0,"Transport, Outer Membrane Porin"
CELLENV_6,0.28233935765144813,
DM_MTHTHF,0.0012080231788082632,
EX_colipa_LPAREN_e_RPAREN_,0.0,
NADPHQR2,0.0,Oxidative Phosphorylation
EX_xmp_LPAREN_e_RPAREN_,0.0,
COBALT2tex_reverse,0.0,"Transport, Outer Membrane Porin"
PGP120abcpp,0.0,"Transport, Inner Membrane"
G3PStex_reverse,0.0,"Transport, Outer Membrane Porin"
FALDtpp_reverse,0.0,"Transport, Inner Membrane"
ACMAMUT,0.0,Cell Envelope Biosynthesis
CYTD,0.0,Nucleotide Salvage Pathway
3PEPTtex_reverse,0.0,"Transport, Outer Membrane Porin"
EX_cu2_LPAREN_e_RPAREN_,0.0,
NDPK8,0.022361951455351217,Nucleotide Salvage Pathway
DSERDHr,0.0,Glycine and Serine Metabolism
NDPK2,0.36022439833008596,Nucleotide Salvage Pathway
NDPK3,0.12457153049999246,Nucleotide Salvage Pathway
NDPK1,0.6753778124630027,Nucleotide Salvage Pathway
TRDR,0.31434836585034664,Oxidative Phosphorylation
NDPK7,0.02308946989213688,Nucleotide Salvage Pathway
ADOCBLabcpp,0.0,"Transport, Inner Membrane"
NDPK5,0.02308946989213688,Nucleotide Salvage Pathway
GLYC3Ptex,0.0,"Transport, Outer Membrane Porin"
CELLENV_9,0.1460959793186798,
PLIPA2E180pp,0.0,Glycerophospholipid Metabolism
CA2t3pp,0.0,Inorganic Ion Transport and Metabolism
SUCFUMtpp,0.0,"Transport, Inner Membrane"
GLCURtex,0.0,"Transport, Outer Membrane Porin"
FA161ACPHi,0.0,Cell Envelope Biosynthesis
CLPNS141pp_reverse,0.0,Glycerophospholipid Metabolism
NI2tex,0.00027676351932242785,"Transport, Outer Membrane Porin"
URAt2pp,0.0,"Transport, Inner Membrane"
ASPabcpp,0.0,"Transport, Inner Membrane"
ALLTAMH,0.0,Alternate Carbon Metabolism
MAN1PT2,0.0,Cell Envelope Biosynthesis
TALA_reverse,0.0,Pentose Phosphate Pathway
2AGPGAT161,0.0,Glycerophospholipid Metabolism
2AGPEAT141,0.0,Glycerophospholipid Metabolism
2AGPEAT140,0.0,Glycerophospholipid Metabolism
ACONIs_reverse,0.0,Unassigned
ARBTNR2,0.0,Inorganic Ion Transport and Metabolism
ARBTNR3,0.0,Inorganic Ion Transport and Metabolism
THRPtex,0.0,"Transport, Outer Membrane Porin"
ARBTNR1,0.0,Inorganic Ion Transport and Metabolism
GHMT2r,0.9291005434550614,Glycine and Serine Metabolism
MLDCP1Bpp,0.0,Murein Biosynthesis
BWCOS,0.0,Cofactor and Prosthetic Group Biosynthesis
N2Otpp,0.0,Inorganic Ion Transport and Metabolism
EX_cmp_LPAREN_e_RPAREN_,0.0,
MANtex,0.0,"Transport, Outer Membrane Porin"
XYLUtex_reverse,0.0,"Transport, Outer Membrane Porin"
ARGabcpp,0.0,"Transport, Inner Membrane"
IPMD,0.3946611725144424,"Valine, Leucine, and Isoleucine Metabolism"
LACZ,0.0,Alternate Carbon Metabolism
LPLIPAL2ATE120,0.0,Glycerophospholipid Metabolism
IPDPS,0.0051196743525632905,Cofactor and Prosthetic Group Biosynthesis
LIPAMPL,0.0,Cofactor and Prosthetic Group Biosynthesis
EX_psclys_LPAREN_e_RPAREN_,0.0,
PLIPA1E181pp,0.0,Glycerophospholipid Metabolism
EX_met_DASH_L_LPAREN_e_RPAREN_,0.0,
ACALD_reverse,0.0,Pyruvate Metabolism
THMabcpp,0.0,"Transport, Inner Membrane"
GAPD,15.90487954164412,Glycolysis/Gluconeogenesis
DSBCGT,0.0,Unassigned
LPLIPAL2G160,0.0,Glycerophospholipid Metabolism
LPLIPAL2G161,0.0,Glycerophospholipid Metabolism
INOSTt4pp,0.0,"Transport, Inner Membrane"
GMPtex,0.0,"Transport, Outer Membrane Porin"
ASPK_reverse,0.0,Threonine and Lysine Metabolism
EAR40y,0.0,Cell Envelope Biosynthesis
3HPPtex,0.0,"Transport, Outer Membrane Porin"
EX_dtmp_LPAREN_e_RPAREN_,0.0,
CU2tex,0.0006076176287404442,"Transport, Outer Membrane Porin"
GMPR,0.0,Purine and Pyrimidine Biosynthesis
PROt2rpp_reverse,0.0,"Transport, Inner Membrane"
XANt2pp,0.0,"Transport, Inner Membrane"
3NTD2pp,0.0,Nucleotide Salvage Pathway
PPALtpp_reverse,0.0,"Transport, Inner Membrane"
PA140abcpp,0.0,"Transport, Inner Membrane"
DHPTPE,0.0,Cofactor and Prosthetic Group Biosynthesis
THRD_L,0.2545016354587535,"Valine, Leucine, and Isoleucine Metabolism"
FALDtpp,0.0,"Transport, Inner Membrane"
SBTtex_reverse,0.0,"Transport, Outer Membrane Porin"
SO2tpp,0.0,Inorganic Ion Transport and Metabolism
THRtex,0.0,"Transport, Outer Membrane Porin"
NACtpp,0.0,"Transport, Inner Membrane"
EX_23camp_LPAREN_e_RPAREN_,0.0,
PAPA120,0.0,Glycerophospholipid Metabolism
UMPK_reverse,0.0,Nucleotide Salvage Pathway
MDH_reverse,0.0,Citric Acid Cycle
AGM4PCP,0.0,Murein Recycling
CYSabc2pp,0.0,"Transport, Inner Membrane"
GHBDHx,0.0,Arginine and Proline Metabolism
AKGt2rpp,0.0,"Transport, Inner Membrane"
UGLYCH,0.0,Nitrogen Metabolism
ARAI,0.0,Alternate Carbon Metabolism
GTHSYN,0.00020103669318860393,
GALKr,0.0,Alternate Carbon Metabolism
GLCUR1Ptex_reverse,0.0,"Transport, Outer Membrane Porin"
ACACT6r,0.0,Membrane Lipid Metabolism
MALS,0.0008041467727544216,Anaplerotic Reactions
NTD11pp,0.0,Nucleotide Salvage Pathway
ARBt3ipp,0.0,"Transport, Inner Membrane"
XYLUtex,0.0,"Transport, Outer Membrane Porin"
G3PItex_reverse,0.0,"Transport, Outer Membrane Porin"
DINStex_reverse,0.0,"Transport, Outer Membrane Porin"
MALt3pp,0.0,"Transport, Inner Membrane"
LIPAHTex,0.0,Lipopolysaccharide Biosynthesis / Recycling
EX_lys_DASH_L_LPAREN_e_RPAREN_,0.0,
ADK1_reverse,0.0,Nucleotide Salvage Pathway
NTD8pp,0.0,Nucleotide Salvage Pathway
EX_glc_LPAREN_e_RPAREN_,0.0,
DTMPtex,0.0,"Transport, Outer Membrane Porin"
ATHRDHr_reverse,0.0,Threonine and Lysine Metabolism
ECOAH8,0.0,Membrane Lipid Metabolism
ECOAH6,0.0,Membrane Lipid Metabolism
ECOAH7,0.0,Membrane Lipid Metabolism
ECOAH4,0.0,Membrane Lipid Metabolism
ECOAH5,0.0,Membrane Lipid Metabolism
ECOAH2,0.0,Membrane Lipid Metabolism
ECOAH3,0.0,Membrane Lipid Metabolism
ECOAH1,0.0,Membrane Lipid Metabolism
OP4ENH,0.0,Alternate Carbon Metabolism
FA80ACPHi,0.0,Cell Envelope Biosynthesis
G3PAT120,0.0,Glycerophospholipid Metabolism
ARBTptspp,0.0,"Transport, Inner Membrane"
MNtex_reverse,0.0,"Transport, Outer Membrane Porin"
PE181abcpp,0.011491545865807777,"Transport, Inner Membrane"
SO2tex,0.0,"Transport, Outer Membrane Porin"
TYMtex,0.0,"Transport, Outer Membrane Porin"
ALLPI_reverse,0.0,Alternate Carbon Metabolism
ADOCBLtonex,0.0,"Transport, Outer Membrane"
MTHFD_reverse,0.0,Folate Metabolism
A5PISO,0.022044619993457096,Alternate Carbon Metabolism
ARGSL,0.2591119567545675,Arginine and Proline Metabolism
LYSt2pp,0.0,"Transport, Inner Membrane"
OBTFL,0.0,Alternate Carbon Metabolism
EX_fum_LPAREN_e_RPAREN_,0.0,
Ec_biomass_iJO1366_WT_53p95M,0.9015098349264751,
DUMPtex_reverse,0.0,"Transport, Outer Membrane Porin"
FRUURt2rpp_reverse,0.0,"Transport, Inner Membrane"
ARGSS,0.2591119567545675,Arginine and Proline Metabolism
NO3R1pp,0.0,Oxidative Phosphorylation
CRNDt2rpp,0.0,"Transport, Inner Membrane"
CLPNS160pp,0.002654044954023543,Glycerophospholipid Metabolism
MG2t3_2pp_reverse,0.0,Inorganic Ion Transport and Metabolism
PGP180abcpp,0.0,"Transport, Inner Membrane"
FRULYSE_reverse,0.0,Alternate Carbon Metabolism
CUtex_reverse,0.0,"Transport, Outer Membrane Porin"
O2tex_reverse,0.0,"Transport, Outer Membrane Porin"
EX_fe3hox_DASH_un_LPAREN_e_RPAREN_,0.0,
4PEPTtex,0.0,"Transport, Outer Membrane Porin"
GTPHs,0.0,Nucleotide Salvage Pathway
EX_h2_LPAREN_e_RPAREN_,0.0,
OCTAtex_reverse,0.0,"Transport, Outer Membrane Porin"
ASNN,0.0,Alanine and Aspartate Metabolism
PLIPA1A140pp,0.0,Glycerophospholipid Metabolism
DURIPP_reverse,0.0,Nucleotide Salvage Pathway
PHEMEabcpp,0.0,"Transport, Inner Membrane"
dhap_to_lac_DASH_D,0.0,
MLTGY1pp,0.0,Murein Recycling
LPLIPAL1G160pp,0.0,Glycerophospholipid Metabolism
CBMD,0.0,Nucleotide Salvage Pathway
ADEtex,0.0,"Transport, Outer Membrane Porin"
ADEtex_reverse,0.0,"Transport, Outer Membrane Porin"
FE3DCITtonex,0.0,"Transport, Outer Membrane"
ACKr,0.0,Pyruvate Metabolism
METtex_reverse,0.0,"Transport, Outer Membrane Porin"
RIBtex,0.0,"Transport, Outer Membrane Porin"
EX_orn_LPAREN_e_RPAREN_,0.0,
EX_amp_LPAREN_e_RPAREN_,0.0,
DGSNt2pp,0.0,"Transport, Inner Membrane"
PPC,2.6370397740073264,Anaplerotic Reactions
EX_hxan_LPAREN_e_RPAREN_,0.0,
FDH5pp,0.0,Oxidative Phosphorylation
RZ5PP,0.0,Cofactor and Prosthetic Group Biosynthesis
DGMPtex_reverse,0.0,"Transport, Outer Membrane Porin"
12DGR180tipp,0.0,"Transport, Inner Membrane"
URIt2rpp,0.0,"Transport, Inner Membrane"
PPM,0.0,Alternate Carbon Metabolism
PPS,0.0,Glycolysis/Gluconeogenesis
EX_dgsn_LPAREN_e_RPAREN_,0.0,
PGPP181pp,0.0,Glycerophospholipid Metabolism
GPDDA4,0.0,Glycerophospholipid Metabolism
GPDDA5,0.0,Glycerophospholipid Metabolism
EX_dopa_LPAREN_e_RPAREN_,0.0,
GPDDA1,0.0,Glycerophospholipid Metabolism
ATHRDHr,0.0,Threonine and Lysine Metabolism
GPDDA3,0.0,Glycerophospholipid Metabolism
GLYCAt2rpp,0.0,"Transport, Inner Membrane"
SKMt2pp,0.0,"Transport, Inner Membrane"
OCDCAtexi,0.0,"Transport, Outer Membrane"
XANtpp,0.0,"Transport, Inner Membrane"
ENO_reverse,0.0,Glycolysis/Gluconeogenesis
H2Otex,0.0,"Transport, Outer Membrane Porin"
PLIPA2G161pp,0.0,Glycerophospholipid Metabolism
ZN2t3pp,0.0,Inorganic Ion Transport and Metabolism
RMI_reverse,0.0,Alternate Carbon Metabolism
INStex_reverse,0.0,"Transport, Outer Membrane"
SDPTA,0.0,Threonine and Lysine Metabolism
POR5,0.005973404166240925,Pyruvate Metabolism
XYLI1_reverse,0.0,Alternate Carbon Metabolism
LIPOtex,0.0,"Transport, Outer Membrane Porin"
CPGNR2,0.0,Inorganic Ion Transport and Metabolism
CPGNR3,0.0,Inorganic Ion Transport and Metabolism
CRNCBCT,0.0,Oxidative Phosphorylation
CPGNR1,0.0,Inorganic Ion Transport and Metabolism
BPNT,0.22344552315537047,Cysteine Metabolism
EX_maltpt_LPAREN_e_RPAREN_,0.0,
ETHSO3tex,0.0,"Transport, Outer Membrane Porin"
FMNRx,0.0,Cofactor and Prosthetic Group Biosynthesis
TRSARr_reverse,0.0,Alternate Carbon Metabolism
3GMPtex_reverse,0.0,"Transport, Outer Membrane Porin"
LPLIPAL1E160pp,0.0,Glycerophospholipid Metabolism
PROTRS,0.0,tRNA Charging
GLYTRS,0.0,tRNA Charging
CA2tex,0.004464276702555905,"Transport, Outer Membrane Porin"
LPLIPAL1A181pp,0.0,Glycerophospholipid Metabolism
APPLDHr,0.0,Threonine and Lysine Metabolism
HPPPNt2rpp_reverse,0.0,"Transport, Inner Membrane"
PGP161abcpp,0.0,"Transport, Inner Membrane"
FLVRx,0.0,Cofactor and Prosthetic Group Biosynthesis
SULabcpp,0.0,Inorganic Ion Transport and Metabolism
DURItex,0.0,"Transport, Outer Membrane"
ThDPAT,0.0,Cofactor and Prosthetic Group Biosynthesis
XTSNtex_reverse,0.0,"Transport, Outer Membrane Porin"
TUNGStex_reverse,0.0,"Transport, Outer Membrane Porin"
GUI2_reverse,0.0,Alternate Carbon Metabolism
UMPtex_reverse,0.0,"Transport, Outer Membrane Porin"
FADSYN_1,0.0004020733863772079,
FADSYN_2,0.0008041467727544158,
FADSYN_3,0.000201036693188604,
BUTSO3tex,0.0,"Transport, Outer Membrane Porin"
MDDEP1pp,0.0,Murein Recycling
ILEabcpp,0.0,"Transport, Inner Membrane"
CLPNS161pp,0.002064457521981628,Glycerophospholipid Metabolism
RFAMPtex_reverse,0.0,"Transport, Outer Membrane"
TMAOtex_reverse,0.0,"Transport, Outer Membrane Porin"
3UMPtex,0.0,"Transport, Outer Membrane Porin"
METabcpp,0.0,"Transport, Inner Membrane"
GAL1Ptex_reverse,0.0,"Transport, Outer Membrane Porin"
RIBabcpp,0.0,"Transport, Inner Membrane"
PLIPA2E161pp,0.0,Glycerophospholipid Metabolism
LPLIPAL2E140,0.0,Glycerophospholipid Metabolism
LPLIPAL2E141,0.0,Glycerophospholipid Metabolism
MSO3abcpp,0.0,"Transport, Inner Membrane"
EX_pheme_LPAREN_e_RPAREN_,0.0,
NAt3pp,0.0,Inorganic Ion Transport and Metabolism
2AGPGAT181,0.0,Glycerophospholipid Metabolism
2AGPGAT180,0.0,Glycerophospholipid Metabolism
CUtex,0.0,"Transport, Outer Membrane Porin"
EX_tma_LPAREN_e_RPAREN_,0.0,
METDtex_reverse,0.0,"Transport, Outer Membrane Porin"
PLIPA1A141pp,0.0,Glycerophospholipid Metabolism
INDOLEt2rpp,0.0,"Transport, Inner Membrane"
LEUTRS,0.0,tRNA Charging
EX_asn_DASH_L_LPAREN_e_RPAREN_,0.0,
4HOXPACDtex,0.0,"Transport, Outer Membrane Porin"
GLUN,0.0,Glutamate Metabolism
NH4tex,9.471513846981399,"Transport, Outer Membrane Porin"
UACGAMtex,0.0,"Transport, Outer Membrane Porin"
AGt3,0.0,Inorganic Ion Transport and Metabolism
CAt6pp_reverse,0.004464276702555905,Inorganic Ion Transport and Metabolism
AP4AS,0.0,Nucleotide Salvage Pathway
MALTptspp,0.0,"Transport, Inner Membrane"
EX_octa_LPAREN_e_RPAREN_,0.0,
FRULYStex_reverse,0.0,"Transport, Outer Membrane Porin"
CYSabcpp,0.0,"Transport, Inner Membrane"
AP4AH,0.0,Nucleotide Salvage Pathway
GLYCLTt2rpp,0.0,"Transport, Inner Membrane"
PYROX,0.0,Nucleotide Salvage Pathway
PIuabcpp,0.0,Inorganic Ion Transport and Metabolism
NO3R1bpp,0.0,Nitrogen Metabolism
ETHAt2pp,0.0,"Transport, Inner Membrane"
SHKK,0.33529314384519654,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
URDGLYCD,0.0,Alternate Carbon Metabolism
URACPAH,0.0,Nucleotide Salvage Pathway
PAPA140pp,0.0,Glycerophospholipid Metabolism
5DGLCNR_reverse,0.0,Alternate Carbon Metabolism
UREAtpp,0.0,"Transport, Inner Membrane"
ETHAAL,0.0,Cell Envelope Biosynthesis
PROt2rpp,0.0,"Transport, Inner Membrane"
LALGP,0.0,Murein Recycling
ECAP2pp,0.0,Lipopolysaccharide Biosynthesis / Recycling
DUMPtex,0.0,"Transport, Outer Membrane Porin"
GTHOXtex_reverse,0.0,"Transport, Outer Membrane Porin"
EX_tartr_DASH_L_LPAREN_e_RPAREN_,0.0,
ISETACtex_reverse,0.0,"Transport, Outer Membrane Porin"
Ktex,0.16740136124749716,"Transport, Outer Membrane Porin"
DHAPT,0.0,Alternate Carbon Metabolism
ABUTt2pp,0.0,"Transport, Inner Membrane"
FEENTERexs,0.0,Inorganic Ion Transport and Metabolism
FE3abcpp,0.0,Inorganic Ion Transport and Metabolism
XAND,0.0,Nucleotide Salvage Pathway
G6PP,0.0,Glycolysis/Gluconeogenesis
AGPR,0.0,Arginine and Proline Metabolism
BUTt2rpp,0.0,"Transport, Inner Membrane"
PPALtex_reverse,0.0,"Transport, Outer Membrane Porin"
CYSDtex,0.0,"Transport, Outer Membrane Porin"
FALDtex_reverse,0.0,"Transport, Outer Membrane Porin"
TRPt2rpp_reverse,0.0,"Transport, Inner Membrane"
ALAR,0.02189046181168467,Alanine and Aspartate Metabolism
EX_man6p_LPAREN_e_RPAREN_,0.0,
EX_tyr_DASH_L_LPAREN_e_RPAREN_,0.0,
CRNt2rpp,0.0,"Transport, Inner Membrane"
GLUDC,0.0,Glutamate Metabolism
CYANST,0.0,Unassigned
F6PP,0.0,Alternate Carbon Metabolism
GLUDy,0.0,Glutamate Metabolism
GLYCPHOSPHOLIPID_4,0.042527824952821536,
PGP181abcpp,0.0,"Transport, Inner Membrane"
HCINNMtex_reverse,0.0,"Transport, Outer Membrane Porin"
FLDR2,0.0,Unassigned
PLIPA2A140pp,0.0,Glycerophospholipid Metabolism
F6PA,0.0,Glycolysis/Gluconeogenesis
FRUtex,0.0,"Transport, Outer Membrane Porin"
UM3PL,0.0,Murein Recycling
MI1PP,0.0,Cell Envelope Biosynthesis
26DAHtex,0.0,"Transport, Outer Membrane Porin"
INSt2rpp_reverse,0.0,"Transport, Inner Membrane"
EX_chol_LPAREN_e_RPAREN_,0.0,
ACGAMT,0.0,Cell Envelope Biosynthesis
EX_kdo2lipid4_LPAREN_e_RPAREN_,0.0,
FUMtex,0.0,"Transport, Outer Membrane Porin"
glu_DASH_L_to_acg5p,0.2951849712893155,
DDPGALA_reverse,0.0,Alternate Carbon Metabolism
PPPNDO,0.0,Alternate Carbon Metabolism
ACACT7r,0.0,Membrane Lipid Metabolism
DMSOtex_reverse,0.0,"Transport, Outer Membrane Porin"
DAGK180,0.0,Glycerophospholipid Metabolism
PLIPA2A181pp,0.0,Glycerophospholipid Metabolism
ACGAMK,0.0,Murein Recycling
MALTTTRtexi,0.0,"Transport, Outer Membrane"
PPTtex_reverse,0.0,"Transport, Outer Membrane Porin"
IMPSYN_1,0.3922334065289661,
G3PSabcpp,0.0,"Transport, Inner Membrane"
IMPSYN_2,0.3920323698357775,
N2Otex,0.0,"Transport, Outer Membrane Porin"
EX_cobalt2_LPAREN_e_RPAREN_,0.0,
DHCINDO,0.0,Alternate Carbon Metabolism
R15BPK,0.0,Alternate Carbon Metabolism
CINNDO,0.0,Alternate Carbon Metabolism
HETZK,0.0,Cofactor and Prosthetic Group Biosynthesis
K2L4Aabctex,0.0,Lipopolysaccharide Biosynthesis / Recycling
EX_h2o_LPAREN_e_RPAREN_,43.08205905007804,
ACALDtpp_reverse,0.0,"Transport, Inner Membrane"
PGSA141,0.0,Glycerophospholipid Metabolism
PGSA140,0.0,Glycerophospholipid Metabolism
FE3tex_reverse,0.0,"Transport, Outer Membrane Porin"
PE141abcpp,0.0,"Transport, Inner Membrane"
D_DASH_LACtex_reverse,0.0,"Transport, Outer Membrane Porin"
H2Stex,0.0,"Transport, Outer Membrane Porin"
NODOx,0.0,Nitrogen Metabolism
NNAM,0.0,Cofactor and Prosthetic Group Biosynthesis
CYTBD2pp,0.0,Oxidative Phosphorylation
ASAD,0.0,Threonine and Lysine Metabolism
MANAO,0.0,Alternate Carbon Metabolism
EX_12ppd_DASH_R_LPAREN_e_RPAREN_,0.0,
HPYRRy,0.0,Alternate Carbon Metabolism
HPYRRx,0.0,Alternate Carbon Metabolism
CLPNS120pp,0.0,Glycerophospholipid Metabolism
ADMDC,0.006079782326744148,Arginine and Proline Metabolism
OAADC,0.0,Pyruvate Metabolism
PAPA180pp,0.0,Glycerophospholipid Metabolism
IDOND,0.0,Alternate Carbon Metabolism
UDPGD,0.0,Cell Envelope Biosynthesis
EX_dmso_LPAREN_e_RPAREN_,0.0,
CMPtex,0.0,"Transport, Outer Membrane Porin"
HADPCOADH3_reverse,0.0,Alternate Carbon Metabolism
EX_orot_LPAREN_e_RPAREN_,0.0,
FECRMUtpp,0.0,Inorganic Ion Transport and Metabolism
DDGLCNtex,0.0,"Transport, Outer Membrane Porin"
TPI_reverse,0.0,Glycolysis/Gluconeogenesis
MTAN,0.006079782326744148,Arginine and Proline Metabolism
EX_mg2_LPAREN_e_RPAREN_,0.0,
MOBDabcpp,0.0001235068473849271,Inorganic Ion Transport and Metabolism
H2SO,0.0,Inorganic Ion Transport and Metabolism
EX_alltn_LPAREN_e_RPAREN_,0.0,
MLDEP2pp,0.0,Murein Recycling
FESR,0.0066964150538338565,Cofactor and Prosthetic Group Biosynthesis
APPLDHr_reverse,0.0,Threonine and Lysine Metabolism
TTDCAtexi,0.0,"Transport, Outer Membrane"
ILETRS,0.0,tRNA Charging
AAMYL,0.0,Alternate Carbon Metabolism
QUINDH,0.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
OROTtex_reverse,0.0,"Transport, Outer Membrane Porin"
COBALT2tex,2.1636236038235402e-05,"Transport, Outer Membrane Porin"
G3PGabcpp,0.0,"Transport, Inner Membrane"
CHLtex,0.0,"Transport, Outer Membrane Porin"
EX_so3_LPAREN_e_RPAREN_,0.0,
MDDCP3pp,0.004851024421739363,Murein Biosynthesis
EX_xylu_DASH_L_LPAREN_e_RPAREN_,0.0,
PPAtex_reverse,0.0,"Transport, Outer Membrane Porin"
CU1abcpp,0.0,Inorganic Ion Transport and Metabolism
LCTSt3ipp,0.0,"Transport, Inner Membrane"
SELR,0.0,Inorganic Ion Transport and Metabolism
