ac,swissprot_entry_name,ecogene_accession_number,ordered_locus_name,biologicalmaterial_id,gene_name,ordered_locus_name2
P55799,PRP2_ECOLI,EG13102,b2734,MG1655,pphB,JW2704
P55799,PRP2_ECOLI,EG13102,b2734,MG1655,prpB,JW2704
P55799,PRP2_ECOLI,EG13102,b2734,MG1655,ygbH,JW2704
P0ADM6,YIDX_ECOLI,EG11719,b3696,MG1655,yidX,JW5858
P0AA37,RLUA_ECOLI,EG12609,b0058,MG1655,rluA,JW0057
P0AA37,RLUA_ECOLI,EG12609,b0058,MG1655,yabO,JW0057
P0ABE9,CYNT_ECOLI,EG10176,b0339,MG1655,cynT,JW0330
P0AEQ6,GLNP_ECOLI,EG10388,b0810,MG1655,glnP,JW0795
P0AAC6,YCCA_ECOLI,EG11113,b0970,MG1655,yccA,JW0953
P75933,FLGA_ECOLI,EG20263,b1072,MG1655,flgA,JW1059
P76004,YCGM_ECOLI,EG13894,b1180,MG1655,ycgM,JW1169
P77366,PGMB_ECOLI,EG13918,b1317,MG1655,ycjU,JW1310
P33218,YEBE_ECOLI,EG11806,b1846,MG1655,yebE,JW1835
P76396,YEGL_ECOLI,EG14055,b2073,MG1655,yegL,JW2058
P0A9E9,YEIL_ECOLI,EG12031,b2163,MG1655,yeiL,JW2150
P0A9E9,YEIL_ECOLI,EG12031,b2163,MG1655,nsr,JW2150
P0ABP6,DEDA_ECOLI,EG10216,b2317,MG1655,dedA,JW2314
P76541,EUTL_ECOLI,EG14171,b2439,MG1655,eutL,JW2432
P76541,EUTL_ECOLI,EG14171,b2439,MG1655,yffJ,JW2432
P67153,YQFA_ECOLI,EG13077,b2899,MG1655,yqfA,JW2867
P0A7Z0,RPIA_ECOLI,EG11443,b2914,MG1655,rpiA,JW5475
P0A7Z0,RPIA_ECOLI,EG11443,b2914,MG1655,ygfC,JW5475
P0AA60,YGHB_ECOLI,EG11824,b3009,MG1655,yghB,JW2976
P52076,QSEB_ECOLI,EG13026,b3025,MG1655,qseB,JW2993
P52076,QSEB_ECOLI,EG13026,b3025,MG1655,ygiX,JW2993
P37665,YIAD_ECOLI,EG12271,b3552,MG1655,yiaD,JW5657
P39293,YJFK_ECOLI,EG12486,b4183,MG1655,yjfK,JW4141
P61517,CAN_ECOLI,EG12319,b0126,MG1655,can,JW0122
P61517,CAN_ECOLI,EG12319,b0126,MG1655,cynT2,JW0122
P61517,CAN_ECOLI,EG12319,b0126,MG1655,yadF,JW0122
P78055,FSAA_ECOLI,EG13471,b0825,MG1655,fsaA,JW5109
P78055,FSAA_ECOLI,EG13471,b0825,MG1655,fsa,JW5109
P78055,FSAA_ECOLI,EG13471,b0825,MG1655,mipB,JW5109
P78055,FSAA_ECOLI,EG13471,b0825,MG1655,ybiZ,JW5109
P0A8X4,YCCT_ECOLI,EG13722,b0964,MG1655,yccT,JW0947
P0AEK0,EXOX_ECOLI,EG14031,b1844,MG1655,exoX,JW1833
P0AEK0,EXOX_ECOLI,EG14031,b1844,MG1655,yobC,JW1833
P0ABL8,CCMB_ECOLI,EG12058,b2200,MG1655,ccmB,JW2188
P0ABL8,CCMB_ECOLI,EG12058,b2200,MG1655,yejV,JW2188
P76458,ATOD_ECOLI,EG11669,b2221,MG1655,atoD,JW2215
P0AFC7,NUOB_ECOLI,EG12083,b2287,MG1655,nuoB,JW5875
P09549,DEDD_ECOLI,EG10218,b2314,MG1655,dedD,JW5378
P37338,CSIR_ECOLI,EG12386,b2664,MG1655,csiR,JW2639
P37338,CSIR_ECOLI,EG12386,b2664,MG1655,gabC,JW2639
P37338,CSIR_ECOLI,EG12386,b2664,MG1655,ygaE,JW2639
P0AA63,YQJA_ECOLI,EG12740,b3095,MG1655,yqjA,JW3066
P0ACT2,ENVR_ECOLI,EG11741,b3264,MG1655,envR,JW3232
P0ACT2,ENVR_ECOLI,EG11741,b3264,MG1655,yhdK,JW3232
P37678,SGBH_ECOLI,EG12285,b3581,MG1655,sgbH,JW3553
P37678,SGBH_ECOLI,EG12285,b3581,MG1655,yiaQ,JW3553
P32669,FSAB_ECOLI,EG11905,b3946,MG1655,fsaB,JW3918
P32669,FSAB_ECOLI,EG11905,b3946,MG1655,talC,JW3918
P32669,FSAB_ECOLI,EG11905,b3946,MG1655,yijG,JW3918
P69506,YTFE_ECOLI,EG12505,b4209,MG1655,ytfE,JW4167
P75967,YMFD_ECOLI,EG13448,b1137,MG1655,ymfD,JW1123
P76114,MCBR_ECOLI,EG13773,b1450,MG1655,mcbR,JW1445
P76114,MCBR_ECOLI,EG13773,b1450,MG1655,yncC,JW1445
P0AEY1,MARC_ECOLI,EG11637,b1529,MG1655,marC,JW1522
P0AEY1,MARC_ECOLI,EG11637,b1529,MG1655,ydeB,JW1522
P0AEY1,MARC_ECOLI,EG11637,b1529,MG1655,ydeC,JW1522
P0AD05,YECA_ECOLI,EG11139,b1908,MG1655,yecA,JW1896
P37619,YHHQ_ECOLI,EG12217,b3471,MG1655,yhhQ,JW3436
P31467,YIEH_ECOLI,EG11725,b3715,MG1655,yieH,JW3693
P77188,ECPB_ECOLI,EG13564,b0292,MG1655,ecpB,JW0286
P77188,ECPB_ECOLI,EG13564,b0292,MG1655,matC,JW0286
P77188,ECPB_ECOLI,EG13564,b0292,MG1655,yagY,JW0286
P77180,YKGH_ECOLI,EG13585,b0310,MG1655,ykgH,JW0302
P0AE30,ARTM_ECOLI,EG11627,b0861,MG1655,artM,JW0845
P0AFM6,PSPA_ECOLI,EG10776,b1304,MG1655,pspA,JW1297
P64451,YDCL_ECOLI,EG13755,b1431,MG1655,ydcL,JW1427
P77375,YDHX_ECOLI,EG13958,b1671,MG1655,ydhX,JW5271
P77247,YNIC_ECOLI,EG13988,b1727,MG1655,yniC,JW1716
P0AFT2,YECS_ECOLI,EG14037,b1918,MG1655,yecS,JW1903
P76318,YEDK_ECOLI,EG13278,b1931,MG1655,yedK,JW1916
P76318,YEDK_ECOLI,EG13278,b1931,MG1655,yedG,JW1916
P0A6T5,GCH1_ECOLI,EG11375,b2153,MG1655,folE,JW2140
P64636,YRFG_ECOLI,EG12928,b3399,MG1655,yrfG,JW5865
P0A9R7,FTSE_ECOLI,EG10340,b3463,MG1655,ftsE,JW3428
P25531,YICR_ECOLI,EG11312,b3638,MG1655,yicR,JW5643
P30843,BASR_ECOLI,EG11615,b4113,MG1655,basR,JW4074
P30843,BASR_ECOLI,EG11615,b4113,MG1655,pmrA,JW4074
P75693,YAHN_ECOLI,EG13598,b0328,MG1655,yahN,JW0320
P0ACU0,YBIH_ECOLI,EG12406,b0796,MG1655,ybiH,JW0780
P23836,PHOP_ECOLI,EG10731,b1130,MG1655,phoP,JW1116
P76340,YEDW_ECOLI,EG14045,b1969,MG1655,yedW,JW5322
P64554,QUEE_ECOLI,EG13034,b2777,MG1655,queE,JW2748
P64554,QUEE_ECOLI,EG13034,b2777,MG1655,ygcF,JW2748
P0ADT2,YGIB_ECOLI,EG11164,b3037,MG1655,ygiB,JW5927
P68739,NFI_ECOLI,EG11915,b3998,MG1655,nfi,JW5547
P68739,NFI_ECOLI,EG11915,b3998,MG1655,yjaF,JW5547
P0AAK7,NRFC_ECOLI,EG11946,b4072,MG1655,nrfC,JW4033
P0AAK7,NRFC_ECOLI,EG11946,b4072,MG1655,yjcJ,JW4033
P0AER5,GLTK_ECOLI,EG12662,b0653,MG1655,gltK,JW0648
P75974,COHE_ECOLI,EG14249,b1145,MG1655,cohE,JW1131
P75974,COHE_ECOLI,EG14249,b1145,MG1655,ymfK,JW1131
Q46898,CAS5_ECOLI,EG13116,b2757,MG1655,casD,JW5844
Q46898,CAS5_ECOLI,EG13116,b2757,MG1655,cas5,JW5844
Q46898,CAS5_ECOLI,EG13116,b2757,MG1655,ygcI,JW5844
P28722,YHCA_ECOLI,EG11515,b3215,MG1655,yhcA,JW3182
P27832,WECD_ECOLI,EG11455,b3790,MG1655,wecD,JW5597
P27832,WECD_ECOLI,EG11455,b3790,MG1655,rffC,JW5597
P27832,WECD_ECOLI,EG11455,b3790,MG1655,yifH,JW5597
P32157,YIIM_ECOLI,EG11870,b3910,MG1655,yiiM,JW5559
P0AE28,AROM_ECOLI,EG10083,b0390,MG1655,aroM,JW0381
P77279,FETA_ECOLI,EG13259,b0490,MG1655,fetA,JW0479
P77279,FETA_ECOLI,EG13259,b0490,MG1655,ybbL,JW0479
P21866,KDPE_ECOLI,EG10517,b0694,MG1655,kdpE,JW5096
P13000,BIOD1_ECOLI,EG10120,b0778,MG1655,bioD1,JW0761
P75779,YBIX_ECOLI,EG13316,b0804,MG1655,ybiX,JW5105
P11350,NARI_ECOLI,EG10640,b1227,MG1655,narI,JW1218
P11350,NARI_ECOLI,EG10640,b1227,MG1655,chlI,JW1218
P76220,YDJY_ECOLI,EG14001,b1751,MG1655,ydjY,JW5283
P25960,LEP4_ECOLI,EG11359,b3335,MG1655,gspO,JW3297
P25960,LEP4_ECOLI,EG11359,b3335,MG1655,hofD,JW3297
P25960,LEP4_ECOLI,EG11359,b3335,MG1655,hopD,JW3297
P25960,LEP4_ECOLI,EG11359,b3335,MG1655,hopO,JW3297
P25960,LEP4_ECOLI,EG11359,b3335,MG1655,yheC,JW3297
P0AG07,RPE_ECOLI,EG11960,b3386,MG1655,rpe,JW3349
P0AG07,RPE_ECOLI,EG11960,b3386,MG1655,dod,JW3349
P0AG07,RPE_ECOLI,EG11960,b3386,MG1655,yhfD,JW3349
P39404,BGLJ_ECOLI,EG12594,b4366,MG1655,bglJ,JW5955
P39404,BGLJ_ECOLI,EG12594,b4366,MG1655,yjjR,JW5955
P0A8Y1,YJJG_ECOLI,EG12115,b4374,MG1655,yjjG,JW4336
P0AEF4,DPIA_ECOLI,EG13544,b0620,MG1655,dpiA,JW0612
P0AEF4,DPIA_ECOLI,EG13544,b0620,MG1655,citB,JW0612
P0AEF4,DPIA_ECOLI,EG13544,b0620,MG1655,criR,JW0612
P0AEF4,DPIA_ECOLI,EG13544,b0620,MG1655,mpdA,JW0612
P0AF32,NARV_ECOLI,EG10644,b1465,MG1655,narV,JW1460
P0A7Y0,RNC_ECOLI,EG10857,b2567,MG1655,rnc,JW2551
P16679,PHNL_ECOLI,EG10721,b4096,MG1655,phnL,JW4057
P0ACZ8,CUSR_ECOLI,EG13851,b0571,MG1655,cusR,JW0560
P0ACZ8,CUSR_ECOLI,EG13851,b0571,MG1655,ylcA,JW0560
P0A6I0,KCY_ECOLI,EG11265,b0910,MG1655,cmk,JW0893
P0A6I0,KCY_ECOLI,EG11265,b0910,MG1655,mssA,JW0893
P0A6I0,KCY_ECOLI,EG11265,b0910,MG1655,ycaF,JW0893
P0A6I0,KCY_ECOLI,EG11265,b0910,MG1655,ycaG,JW0893
P46846,GNTX_ECOLI,EG12934,b3413,MG1655,gntX,JW5691
P46846,GNTX_ECOLI,EG12934,b3413,MG1655,yhgH,JW5691
P39379,YJIH_ECOLI,EG12569,b4330,MG1655,yjiH,JW5783
P0A9T8,YBBA_ECOLI,EG11657,b0495,MG1655,ybbA,JW0484
P0ACM2,YDFH_ECOLI,EG13820,b1540,MG1655,ydfH,JW1533
P31068,FLIH_ECOLI,EG11656,b1940,MG1655,fliH,JW1924
P31068,FLIH_ECOLI,EG11656,b1940,MG1655,fla,JW1924
P31068,FLIH_ECOLI,EG11656,b1940,MG1655,AII.3,JW1924
P31068,FLIH_ECOLI,EG11656,b1940,MG1655,fla,JW1924
P31068,FLIH_ECOLI,EG11656,b1940,MG1655,BIII,JW1924
P52094,HISQ_ECOLI,EG12125,b2308,MG1655,hisQ,JW2305
P0CG19,RNPH_ECOLI,EG10863,b3643,MG1655,rph,JW3618
P39306,ULAF_ECOLI,EG12498,b4198,MG1655,ulaF,JW4156
P39306,ULAF_ECOLI,EG12498,b4198,MG1655,sgaE,JW4156
P39306,ULAF_ECOLI,EG12498,b4198,MG1655,yjfX,JW4156
P37005,LAST_ECOLI,EG12309,b4403,MG1655,lasT,JW4366
P37005,LAST_ECOLI,EG12309,b4403,MG1655,yjtD,JW4366
P77165,YAGT_ECOLI,EG13559,b0286,MG1655,yagT,JW0280
P0AFJ5,PHOB_ECOLI,EG10728,b0399,MG1655,phoB,JW0389
P0AF01,MODB_ECOLI,EG10002,b0764,MG1655,modB,JW0747
P0AF01,MODB_ECOLI,EG10002,b0764,MG1655,chlJ,JW0747
P12295,UNG_ECOLI,EG11058,b2580,MG1655,ung,JW2564
P06722,MUTH_ECOLI,EG10624,b2831,MG1655,mutH,JW2799
P06722,MUTH_ECOLI,EG10624,b2831,MG1655,mutR,JW2799
P06722,MUTH_ECOLI,EG10624,b2831,MG1655,prv,JW2799
P0A761,NANE_ECOLI,EG12816,b3223,MG1655,nanE,JW3192
P0A761,NANE_ECOLI,EG12816,b3223,MG1655,yhcJ,JW3192
P0AGJ2,TRMH_ECOLI,EG10967,b3651,MG1655,trmH,JW3626
P0AGJ2,TRMH_ECOLI,EG10967,b3651,MG1655,spoU,JW3626
P0A7C6,PEPE_ECOLI,EG11920,b4021,MG1655,pepE,JW3981
P0AF56,YJCO_ECOLI,EG11951,b4078,MG1655,yjcO,JW4039
P08368,CREB_ECOLI,EG11218,b4398,MG1655,creB,JW4361
P08368,CREB_ECOLI,EG11218,b4398,MG1655,yjjE,JW4361
P31460,DGOR_ECOLI,EG11718,b4479,MG1655,dgoR,JW5627
P31460,DGOR_ECOLI,EG11718,b4479,MG1655,yidW,JW5627
P77249,SFMC_ECOLI,EG13882,b0531,MG1655,sfmC,JW0520
P0ABU9,TOLQ_ECOLI,EG11010,b0737,MG1655,tolQ,JW0727
P0ABU9,TOLQ_ECOLI,EG11010,b0737,MG1655,fii,JW0727
P75839,YCAP_ECOLI,EG13700,b0906,MG1655,ycaP,JW0889
P38684,TORR_ECOLI,EG12615,b0995,MG1655,torR,JW0980
P75897,RUTB_ECOLI,EG13858,b1011,MG1655,rutB,JW5139
P75897,RUTB_ECOLI,EG13858,b1011,MG1655,ycdL,JW5139
P03813,YGEA_ECOLI,EG11157,b2840,MG1655,ygeA,JW2808
Q46844,YGHT_ECOLI,EG13004,b2986,MG1655,yghT,JW2954
P42598,YGJQ_ECOLI,EG12728,b3086,MG1655,ygjQ,JW3057
P31475,YIEP_ECOLI,EG11733,b3755,MG1655,yieP,JW5608
P76773,OMPL_ECOLI,EG13374,b3875,MG1655,ompL,JW3846
P76773,OMPL_ECOLI,EG13374,b3875,MG1655,yshA,JW3846
P75697,YAIX_ECOLI,EG14236,b4579,MG1655,yaiX,JW0350/JW5814
P75697,YAIX_ECOLI,EG14236,b4579,MG1655,yaiF,JW0350/JW5814
P08203,ARAD_ECOLI,EG10055,b0061,MG1655,araD,JW0060
P77433,YKGG_ECOLI,EG13584,b0308,MG1655,ykgG,JW5042
P77756,QUEC_ECOLI,EG13252,b0444,MG1655,queC,JW0434
P77756,QUEC_ECOLI,EG13252,b0444,MG1655,ybaX,JW0434
P60844,AQPZ_ECOLI,EG13270,b0875,MG1655,aqpZ,JW0859
P60844,AQPZ_ECOLI,EG13270,b0875,MG1655,bniP,JW0859
P75936,FLGD_ECOLI,EG14268,b1075,MG1655,flgD,JW1062
P75936,FLGD_ECOLI,EG14268,b1075,MG1655,fla,JW1062
P75936,FLGD_ECOLI,EG14268,b1075,MG1655,FIV,JW1062
P75936,FLGD_ECOLI,EG14268,b1075,MG1655,flaV,JW1062
P18196,MINC_ECOLI,EG10596,b1176,MG1655,minC,JW1165
P39163,CHAC_ECOLI,EG12403,b1218,MG1655,chaC,JW1209
P19317,NARW_ECOLI,EG10645,b1466,MG1655,narW,JW1461
P0A6E9,BIOD2_ECOLI,EG13849,b1593,MG1655,bioD2,JW5264
P0A6E9,BIOD2_ECOLI,EG13849,b1593,MG1655,ynfK,JW5264
P77179,RSXE_ECOLI,EG13938,b1632,MG1655,rsxE,JW1624
P77179,RSXE_ECOLI,EG13938,b1632,MG1655,rnfE,JW1624
P77179,RSXE_ECOLI,EG13938,b1632,MG1655,ydgQ,JW1624
P76256,TSAB_ECOLI,EG13512,b1807,MG1655,tsaB,JW1796
P76256,TSAB_ECOLI,EG13512,b1807,MG1655,yeaZ,JW1796
P46144,YEDJ_ECOLI,EG12710,b1962,MG1655,yedJ,JW1945
P0AD19,YOHK_ECOLI,EG12024,b2142,MG1655,yohK,JW2130
P0AA43,RSUA_ECOLI,EG12044,b2183,MG1655,rsuA,JW2171
P0AA43,RSUA_ECOLI,EG12044,b2183,MG1655,yejD,JW2171
P0AAL3,NAPG_ECOLI,EG12064,b2205,MG1655,napG,JW2193
P0AAL3,NAPG_ECOLI,EG12064,b2205,MG1655,yojA,JW2193
P0AAL3,NAPG_ECOLI,EG12064,b2205,MG1655,yojB,JW2193
P42914,YRAI_ECOLI,EG12774,b3143,MG1655,yraI,JW3112
P46852,YHHW_ECOLI,EG12943,b3439,MG1655,yhhW,JW3402
P37680,SGBE_ECOLI,EG12287,b3583,MG1655,sgbE,JW3555
P37680,SGBE_ECOLI,EG12287,b3583,MG1655,yiaS,JW3555
P32681,YJAH_ECOLI,EG11917,b4001,MG1655,yjaH,JW3965
P32719,ALSE_ECOLI,EG11957,b4085,MG1655,alsE,JW4046
P32719,ALSE_ECOLI,EG11957,b4085,MG1655,yjcU,JW4046
P31548,THIQ_ECOLI,EG11572,b0066,MG1655,thiQ,JW0065
P31548,THIQ_ECOLI,EG11572,b0066,MG1655,yabJ,JW0065
P0AF12,MTNN_ECOLI,EG11090,b0159,MG1655,mtnN,JW0155
P0AF12,MTNN_ECOLI,EG11090,b0159,MG1655,mtn,JW0155
P0AF12,MTNN_ECOLI,EG11090,b0159,MG1655,pfs,JW0155
P0AF12,MTNN_ECOLI,EG11090,b0159,MG1655,yadA,JW0155
P77607,YAGL_ECOLI,EG13551,b0278,MG1655,yagL,JW0272
P0A6S0,FLGH_ECOLI,EG20264,b1079,MG1655,flgH,JW5153
P0A6S0,FLGH_ECOLI,EG20264,b1079,MG1655,fla,JW5153
P0A6S0,FLGH_ECOLI,EG20264,b1079,MG1655,FVIII,JW5153
P0A6S0,FLGH_ECOLI,EG20264,b1079,MG1655,flaY,JW5153
P45577,PROQ_ECOLI,EG12866,b1831,MG1655,proQ,JW5300
P45577,PROQ_ECOLI,EG12866,b1831,MG1655,yebJ,JW5300
P45577,PROQ_ECOLI,EG12866,b1831,MG1655,yobE,JW5300
P45577,PROQ_ECOLI,EG12866,b1831,MG1655,yoeC,JW5300
P76561,YPFH_ECOLI,EG14195,b2473,MG1655,ypfH,JW5396
Q47319,YFIP_ECOLI,EG14223,b2583,MG1655,yfiP,JW5409
P37663,YHJY_ECOLI,EG12269,b3548,MG1655,yhjY,JW5659
P27240,RFAY_ECOLI,EG11425,b3625,MG1655,rfaY,JW3600
P27240,RFAY_ECOLI,EG11425,b3625,MG1655,waaY,JW3600
P0AE88,CPXR_ECOLI,EG10020,b3912,MG1655,cpxR,JW3883
P0AE88,CPXR_ECOLI,EG10020,b3912,MG1655,yiiA,JW3883
P0AF78,YJFJ_ECOLI,EG12485,b4182,MG1655,yjfJ,JW4140
P75856,ELFD_ECOLI,EG13710,b0939,MG1655,elfD,JW0922
P75856,ELFD_ECOLI,EG13710,b0939,MG1655,ycbR,JW0922
P75957,LOLD_ECOLI,EG13440,b1117,MG1655,lolD,JW5162
P75957,LOLD_ECOLI,EG13440,b1117,MG1655,ycfV,JW5162
P76555,EUTQ_ECOLI,EG14190,b2460,MG1655,eutQ,JW2444
P76555,EUTQ_ECOLI,EG14190,b2460,MG1655,ypfC,JW2444
P69931,HDA_ECOLI,EG14201,b2496,MG1655,hda,JW5397
P69931,HDA_ECOLI,EG14201,b2496,MG1655,idaB,JW5397
P69931,HDA_ECOLI,EG14201,b2496,MG1655,yfgE,JW5397
P52133,YFJR_ECOLI,EG13204,b2634,MG1655,yfjR,JW2615
P42624,YHAK_ECOLI,EG12750,b3106,MG1655,yhaK,JW3077
P0A7V3,RS3_ECOLI,EG10902,b3314,MG1655,rpsC,JW3276
P32109,YIBJ_ECOLI,EG11766,b3595,MG1655,yibJ,JW5647
P0AEN1,FRE_ECOLI,EG10334,b3844,MG1655,fre,JW3820
P0AEN1,FRE_ECOLI,EG10334,b3844,MG1655,fadI,JW3820
P0AEN1,FRE_ECOLI,EG10334,b3844,MG1655,flrD,JW3820
P0AEN1,FRE_ECOLI,EG10334,b3844,MG1655,fsrC,JW3820
P0AEN1,FRE_ECOLI,EG10334,b3844,MG1655,ubiB,JW3820
P0A823,SFSA_ECOLI,EG10949,b0146,MG1655,sfsA,JW0142
P0A823,SFSA_ECOLI,EG10949,b0146,MG1655,sfs1,JW0142
P0AAC4,YBHL_ECOLI,EG13668,b0786,MG1655,ybhL,JW0769
P0A8P1,LFTR_ECOLI,EG11112,b0885,MG1655,aat,JW0868
P0A8P1,LFTR_ECOLI,EG11112,b0885,MG1655,ycaA,JW0868
P22524,MUKE_ECOLI,EG11252,b0923,MG1655,mukE,JW0906
P22524,MUKE_ECOLI,EG11252,b0923,MG1655,kicA,JW0906
P22524,MUKE_ECOLI,EG11252,b0923,MG1655,ycbA,JW0906
P75968,YMFE_ECOLI,EG13449,b1138,MG1655,ymfE,JW5166
P67080,YGGS_ECOLI,EG12979,b2951,MG1655,yggS,JW2918
P0A7L0,RL1_ECOLI,EG10864,b3984,MG1655,rplA,JW3947
P28634,TSAA_ECOLI,EG11503,b0195,MG1655,tsaA,JW0191
P28634,TSAA_ECOLI,EG11503,b0195,MG1655,yaeB,JW0191
P77627,YBER_ECOLI,EG13648,b0645,MG1655,ybeR,JW0640
P77427,YBEU_ECOLI,EG13651,b0648,MG1655,ybeU,JW0643
P0AAM1,CYBH_ECOLI,EG10470,b0974,MG1655,hyaC,JW0956
P76221,YDJZ_ECOLI,EG14002,b1752,MG1655,ydjZ,JW1741
P25736,END1_ECOLI,EG11336,b2945,MG1655,endA,JW2912
Q46831,YQGA_ECOLI,EG12987,b2966,MG1655,yqgA,JW2934
P23305,YIGA_ECOLI,EG11201,b3810,MG1655,yigA,JW3783
P32694,YJBM_ECOLI,EG11931,b4048,MG1655,yjbM,JW4008
Q46793,YGEN_ECOLI,EG13044,b2858,MG1655,ygeN,JW5459/JW5460
Q46793,YGEN_ECOLI,EG13044,b2858,MG1655,ygeM,JW5459/JW5460
P40710,NLPE_ECOLI,EG12137,b0192,MG1655,nlpE,JW0188
P40710,NLPE_ECOLI,EG12137,b0192,MG1655,cutF,JW0188
P77263,ECPE_ECOLI,EG13561,b0289,MG1655,ecpE,JW5030
P77263,ECPE_ECOLI,EG13561,b0289,MG1655,matF,JW5030
P77263,ECPE_ECOLI,EG13561,b0289,MG1655,yagV,JW5030
P77759,YLBH_ECOLI,EG14327,b0499,MG1655,ylbH,JW0488
P40876,YCBF_ECOLI,EG12397,b0944,MG1655,ycbF,JW5124
P0AF26,NARJ_ECOLI,EG10641,b1226,MG1655,narJ,JW1217
P67553,YNFC_ECOLI,EG13841,b1585,MG1655,ynfC,JW5258
P76219,YDJX_ECOLI,EG14000,b1750,MG1655,ydjX,JW1739
P76359,YEEP_ECOLI,EG13384,b1999,MG1655,yeeP,JW5327
Q46893,ISPD_ECOLI,EG13110,b2747,MG1655,ispD,JW2717
Q46893,ISPD_ECOLI,EG13110,b2747,MG1655,ygbP,JW2717
P0AEG6,DSBC_ECOLI,EG11070,b2893,MG1655,dsbC,JW2861
P0AEG6,DSBC_ECOLI,EG11070,b2893,MG1655,xprA,JW2861
P0ADK0,YIAF_ECOLI,EG12273,b3554,MG1655,yiaF,JW5655
P0ACM9,YIHL_ECOLI,EG11838,b3872,MG1655,yihL,JW3843
P75617,YAAW_ECOLI,EG14340,b0011,MG1655,yaaW,JW0010
P75769,YBHM_ECOLI,EG13669,b0787,MG1655,ybhM,JW0770
P76204,YDIV_ECOLI,EG13981,b1707,MG1655,ydiV,JW1697
P76204,YDIV_ECOLI,EG13981,b1707,MG1655,cdgR,JW1697
P76445,YEIU_ECOLI,EG14075,b2174,MG1655,yeiU,JW2162
P0A7D7,PUR7_ECOLI,EG10791,b2476,MG1655,purC,JW2461
P0AD44,YFHG_ECOLI,EG12139,b2555,MG1655,yfhG,JW2539
P67127,YGDQ_ECOLI,EG13092,b2832,MG1655,ygdQ,JW2800
P11664,YGGC_ECOLI,EG11161,b2928,MG1655,yggC,JW2895
Q46843,YGHS_ECOLI,EG13003,b2985,MG1655,yghS,JW5491
P22731,LIVF_ECOLI,EG10536,b3454,MG1655,livF,JW3419
P0AE22,APHA_ECOLI,EG11934,b4055,MG1655,aphA,JW4015
P0AE22,APHA_ECOLI,EG11934,b4055,MG1655,napA,JW4015
P0AE22,APHA_ECOLI,EG11934,b4055,MG1655,yjbP,JW4015
P39333,BDCA_ECOLI,EG12528,b4249,MG1655,bdcA,JW4207
P39333,BDCA_ECOLI,EG12528,b4249,MG1655,yjgI,JW4207
P07014,SDHB_ECOLI,EG10932,b0724,MG1655,sdhB,JW0714
P0AE34,ARTQ_ECOLI,EG11626,b0862,MG1655,artQ,JW0846
P0A8A2,YEEN_ECOLI,EG13382,b1983,MG1655,yeeN,JW1964
P76484,YFBN_ECOLI,EG14098,b2273,MG1655,yfbN,JW2268
P0AEU3,HISM_ECOLI,EG10007,b2307,MG1655,hisM,JW2304
P45422,YHCF_ECOLI,EG12812,b3219,MG1655,yhcF,JW3188
P31453,YIDP_ECOLI,EG11711,b3684,MG1655,yidP,JW3661
P0ADP0,YIGB_ECOLI,EG11202,b3812,MG1655,yigB,JW3785
P69856,NANC_ECOLI,EG12389,b4311,MG1655,nanC,JW5778
P69856,NANC_ECOLI,EG12389,b4311,MG1655,yjhA,JW5778
P0A9Q1,ARCA_ECOLI,EG10061,b4401,MG1655,arcA,JW4364
P0A9Q1,ARCA_ECOLI,EG10061,b4401,MG1655,cpxC,JW4364
P0A9Q1,ARCA_ECOLI,EG10061,b4401,MG1655,dye,JW4364
P0A9Q1,ARCA_ECOLI,EG10061,b4401,MG1655,fexA,JW4364
P0A9Q1,ARCA_ECOLI,EG10061,b4401,MG1655,msp,JW4364
P0A9Q1,ARCA_ECOLI,EG10061,b4401,MG1655,seg,JW4364
P0A9Q1,ARCA_ECOLI,EG10061,b4401,MG1655,sfrA,JW4364
P77601,YKGA_ECOLI,EG13381,b0300,MG1655,ykgA,JW5037
P77252,YKGE_ECOLI,EG13582,b0306,MG1655,ykgE,JW5041
P0AFK2,PNUC_ECOLI,EG11700,b0751,MG1655,pnuC,JW0734
P0A8V6,FADR_ECOLI,EG10281,b1187,MG1655,fadR,JW1176
P0A8V6,FADR_ECOLI,EG10281,b1187,MG1655,oleR,JW1176
P0A8V6,FADR_ECOLI,EG10281,b1187,MG1655,thdB,JW1176
P02929,TONB_ECOLI,EG11012,b1252,MG1655,tonB,JW5195
P02929,TONB_ECOLI,EG11012,b1252,MG1655,exbA,JW5195
P52108,RSTA_ECOLI,EG13190,b1608,MG1655,rstA,JW1600
P52108,RSTA_ECOLI,EG13190,b1608,MG1655,urpT,JW1600
P0AEM6,FLIA_ECOLI,EG11355,b1922,MG1655,fliA,JW1907
P0AEM6,FLIA_ECOLI,EG11355,b1922,MG1655,flaD,JW1907
P0AEM6,FLIA_ECOLI,EG11355,b1922,MG1655,rpoF,JW1907
P33342,YEHC_ECOLI,EG11989,b2110,MG1655,yehC,JW2097
P0AFT5,YEHT_ECOLI,EG12006,b2125,MG1655,yehT,JW5352
P0AFY2,SANA_ECOLI,EG12025,b2144,MG1655,sanA,JW2132
P0AFY2,SANA_ECOLI,EG12025,b2144,MG1655,yeiF,JW2132
P0ADS9,YGGN_ECOLI,EG12705,b2958,MG1655,yggN,JW2925
P0A8I5,TRMB_ECOLI,EG11779,b2960,MG1655,trmB,JW2927
