Reaction,Formula,LB,UB,Subsystem
IMPSYN_1,2.0 h2o_c + 3.0 atp_c + 1.0 fgam_c + 2.0 gln_DASH_L_c + 1.0 gly_c + 1.0 prpp_c -> 1.0 ppi_c + 4.0 h_c + 3.0 adp_c + 1.0 air_c + 1.0 gar_c + 2.0 glu_DASH_L_c + 3.0 pi_c,0.0,1000.0,
ptrc_to_4abut_2,1.0 o2_c + 3.0 h2o_c + 1.0 nadp_c + 1.0 atp_c + 1.0 ptrc_c -> 1.0 nadph_c + 1.0 4abut_c + 1.0 h2o2_c + 3.0 h_c + 1.0 adp_c + 1.0 pi_c + 1.0 nh4_c,0.0,1000.0,
IMPSYN_3,1.0 aicar_c + 1.0 10fthf_c -> 1.0 h2o_c + 1.0 thf_c + 1.0 imp_c,0.0,1000.0,
IMPSYN_2,1.0 hco3_c + 1.0 asp_DASH_L_c + 2.0 atp_c + 1.0 air_c -> 1.0 fum_c + 1.0 aicar_c + 2.0 pi_c + 2.0 h_c + 2.0 adp_c,0.0,1000.0,
hom_DASH_L_and_cyst_DASH_L_to_pyr_hcys_DASH_L,1.0 succoa_c + 1.0 h2o_c + 1.0 hom_DASH_L_c + 1.0 cys_DASH_L_c -> 1.0 pyr_c + 1.0 succ_c + 1.0 coa_c + 1.0 h_c + 1.0 hcys_DASH_L_c + 1.0 nh4_c,0.0,1000.0,
udp_to_dump_aerobic,1.0 udp_c + 1.0 trdrd_c + 1.0 atp_c -> 1.0 h_c + 1.0 trdox_c + 1.0 ppi_c + 1.0 dump_c + 1.0 adp_c,0.0,1000.0,
dhap_to_lac_DASH_D,1.0 h2o_c + 1.0 dhap_c -> 1.0 lac_DASH_D_c + 1.0 pi_c + 1.0 h_c,0.0,1000.0,
ptrc_to_4abut_1,1.0 akg_c + 1.0 ptrc_c + 1.0 h2o_c + 1.0 nad_c -> 1.0 glu_DASH_L_c + 1.0 nadh_c + 2.0 h_c + 1.0 4abut_c,0.0,1000.0,
COASYN,1.0 h2o_c + 1.0 nadph_c + 1.0 mlthf_c + 4.0 atp_c + 1.0 3mob_c + 1.0 ctp_c + 1.0 asp_DASH_L_c + 1.0 cys_DASH_L_c -> 1.0 nadp_c + 1.0 cmp_c + 3.0 ppi_c + 1.0 coa_c + 1.0 thf_c + 2.0 adp_c + 2.0 co2_c + 1.0 amp_c,0.0,1000.0,
UAMAGS_UAPGR_UAGPT3_PAPPT3_GLUR_reverse_UAGCVT_UAMAS_UDCPDP_UGMDDS_UAAGDS,1.0 ala_DASH_L_c + 1.0 pep_c + 1.0 h2o_c + 1.0 nadph_c + 4.0 atp_c + 2.0 uacgam_c + 1.0 26dap_DASH_M_c + 1.0 udcpdp_c + 1.0 glu_DASH_L_c + 1.0 alaala_c -> 1.0 ump_c + 1.0 nadp_c + 1.0 udp_c + 5.0 h_c + 4.0 adp_c + 1.0 uaagmda_c + 6.0 pi_c,0.0,1000.0,Cell Envelope Biosynthesis
3HAD181_3OAR181_3OAS181_EAR181x,1.0 nadph_c + 1.0 nadh_c + 1.0 malACP_c + 1.0 hdeACP_c + 3.0 h_c -> 1.0 h2o_c + 1.0 nadp_c + 1.0 octeACP_c + 1.0 ACP_c + 1.0 nad_c + 1.0 co2_c,0.0,1000.0,Cell Envelope Biosynthesis
3HAD160_3OAR160_EAR160x_3OAS160,1.0 nadph_c + 1.0 nadh_c + 1.0 malACP_c + 3.0 h_c + 1.0 myrsACP_c -> 1.0 h2o_c + 1.0 nadp_c + 1.0 ACP_c + 1.0 nad_c + 1.0 palmACP_c + 1.0 co2_c,0.0,1000.0,Cell Envelope Biosynthesis
EAR120x_3OAR120_3HAD120_3OAS120_EAR100x,1.0 tdec2eACP_c + 1.0 nadph_c + 2.0 nadh_c + 1.0 malACP_c + 4.0 h_c -> 1.0 h2o_c + 1.0 nadp_c + 1.0 ACP_c + 2.0 nad_c + 1.0 ddcaACP_c + 1.0 co2_c,0.0,1000.0,Cell Envelope Biosynthesis
G1PACT_UAGDP_PGAMT_reverse_GF6PTA,1.0 utp_c + 1.0 f6p_c + 1.0 accoa_c + 1.0 gln_DASH_L_c -> 1.0 uacgam_c + 1.0 glu_DASH_L_c + 1.0 coa_c + 1.0 ppi_c,0.0,1000.0,Cell Envelope Biosynthesis
3OAR40_EAR40x_3OAS60_3OAR60_3HAD80_3OAS80_3OAR80_EAR60x_3HAD60_EAR80x_3HAD40,3.0 nadph_c + 1.0 actACP_c + 3.0 nadh_c + 2.0 malACP_c + 8.0 h_c -> 3.0 h2o_c + 3.0 nadp_c + 2.0 ACP_c + 1.0 ocACP_c + 3.0 nad_c + 2.0 co2_c,0.0,1000.0,Cell Envelope Biosynthesis
3HAD161_EAR161x_3OAS161_3OAR161_3OAS141_3HAD141_3OAR121_EAR121x_3HAD121_EAR141x_T2DECAI_3OAR141_3OAS121,1.0 tdec2eACP_c + 3.0 nadph_c + 3.0 nadh_c + 3.0 malACP_c + 9.0 h_c -> 3.0 h2o_c + 3.0 nadp_c + 3.0 ACP_c + 3.0 nad_c + 3.0 co2_c + 1.0 hdeACP_c,0.0,1000.0,Cell Envelope Biosynthesis
TDPGDH_TDPDRR_TDPDRE_G1PTT,1.0 dttp_c + 1.0 nadph_c + 2.0 h_c + 1.0 g1p_c -> 1.0 dtdprmn_c + 1.0 ppi_c + 1.0 nadp_c + 1.0 h2o_c,0.0,1000.0,Cell Envelope Biosynthesis
3OAS140_3OAR140,1.0 nadph_c + 1.0 malACP_c + 2.0 h_c + 1.0 ddcaACP_c -> 1.0 co2_c + 1.0 nadp_c + 1.0 ACP_c + 1.0 3hmrsACP_c,0.0,1000.0,Cell Envelope Biosynthesis
3HAD140_EAR140x,1.0 nadh_c + 1.0 h_c + 1.0 3hmrsACP_c -> 1.0 h2o_c + 1.0 nad_c + 1.0 myrsACP_c,0.0,1000.0,Cell Envelope Biosynthesis
3OAR100_3HAD100_3OAS100,1.0 nadph_c + 1.0 ocACP_c + 1.0 malACP_c + 2.0 h_c -> 1.0 tdec2eACP_c + 1.0 h2o_c + 1.0 co2_c + 1.0 nadp_c + 1.0 ACP_c,0.0,1000.0,Cell Envelope Biosynthesis
AGPAT161_DASYN161_G3PAT161,1.0 ctp_c + 1.0 glyc3p_c + 2.0 hdeACP_c + 1.0 h_c -> 1.0 ppi_c + 2.0 ACP_c + 1.0 cdpdhdec9eg_c,0.0,1000.0,Glycerophospholipid Metabolism
PSSA181_PSD181,1.0 ser_DASH_L_c + 1.0 cdpdodec11eg_c -> 1.0 pe181_c + 1.0 co2_c + 1.0 cmp_c,0.0,1000.0,Glycerophospholipid Metabolism
PGSA160_PGPP160,1.0 glyc3p_c + 1.0 h2o_c + 1.0 cdpdhdecg_c -> 1.0 pg160_c + 1.0 pi_c + 1.0 h_c + 1.0 cmp_c,0.0,1000.0,Glycerophospholipid Metabolism
AGPAT160_DASYN160_G3PAT160,1.0 ctp_c + 1.0 glyc3p_c + 1.0 h_c + 2.0 palmACP_c -> 1.0 ppi_c + 2.0 ACP_c + 1.0 cdpdhdecg_c,0.0,1000.0,Glycerophospholipid Metabolism
PSD161_PSSA161,1.0 ser_DASH_L_c + 1.0 cdpdhdec9eg_c -> 1.0 co2_c + 1.0 pe161_c + 1.0 cmp_c,0.0,1000.0,Glycerophospholipid Metabolism
PGSA181_PGPP181,1.0 h2o_c + 1.0 glyc3p_c + 1.0 cdpdodec11eg_c -> 1.0 pi_c + 1.0 pg181_c + 1.0 h_c + 1.0 cmp_c,0.0,1000.0,Glycerophospholipid Metabolism
AGPAT181_DASYN181_G3PAT181,1.0 ctp_c + 1.0 glyc3p_c + 1.0 h_c + 2.0 octeACP_c -> 1.0 ppi_c + 2.0 ACP_c + 1.0 cdpdodec11eg_c,0.0,1000.0,Glycerophospholipid Metabolism
PSD160_PSSA160,1.0 ser_DASH_L_c + 1.0 cdpdhdecg_c -> 1.0 co2_c + 1.0 pe160_c + 1.0 cmp_c,0.0,1000.0,Glycerophospholipid Metabolism
PGSA161_PGPP161,1.0 glyc3p_c + 1.0 h2o_c + 1.0 cdpdhdec9eg_c -> 1.0 pg161_c + 1.0 pi_c + 1.0 h_c + 1.0 cmp_c,0.0,1000.0,Glycerophospholipid Metabolism
AGMHE_S7PI_GMHEPAT_GMHEPK_GMHEPPA,1.0 h2o_c + 1.0 s7p_c + 2.0 atp_c -> 1.0 adphep_DASH_LD_c + 1.0 ppi_c + 1.0 pi_c + 1.0 adp_c,0.0,1000.0,Lipopolysaccharide Biosynthesis / Recycling
MOAT2_GLCTR1_GLCTR2_GLCTR3_LPADSS_HEPK2_HEPK1_HEPT4_HEPT2_HEPT3_HEPT1_COLIPAabctex_RHAT1_USHD_EDTXS1_EDTXS2_MOAT3C_COLIPAabcpp_GALT1_MOAT_TDSK,1.0 dtdprmn_c + 3.0 h2o_c + 5.0 atp_c + 2.0 u23ga_c + 4.0 adphep_DASH_LD_c + 1.0 myrsACP_c + 1.0 ddcaACP_c + 3.0 ckdo_c + 4.0 udpg_c -> 1.0 ump_c + 3.0 cmp_c + 2.0 ACP_c + 1.0 dtdp_c + 5.0 udp_c + 20.0 h_c + 9.0 adp_c + 2.0 pi_c + 1.0 colipa_e,0.0,1000.0,Lipopolysaccharide Biosynthesis / Recycling
UHGADA_UAGAAT_U23GAAT,1.0 uacgam_c + 1.0 h2o_c + 2.0 3hmrsACP_c -> 1.0 u23ga_c + 1.0 ac_c + 2.0 ACP_c + 1.0 h_c,0.0,1000.0,Lipopolysaccharide Biosynthesis / Recycling
KDOCT2_KDOPP_KDOPS,1.0 pep_c + 1.0 ctp_c + 2.0 h2o_c + 1.0 ara5p_c -> 1.0 ckdo_c + 1.0 ppi_c + 2.0 pi_c,0.0,1000.0,Lipopolysaccharide Biosynthesis / Recycling
OPHHX_HBZOPT_OPHBDC_CHRPL,0.5 o2_c + 1.0 chor_c + 1.0 h_c + 1.0 octdp_c -> 1.0 ppi_c + 1.0 co2_c + 1.0 pyr_c + 1.0 2ohph_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
UPPDC1_DHNAOT4_DHNCOAT_DHNCOAS_SUCBZS_SUCBZL_PPPGO3_FCLT_SEPHCHCS_CPPPGO_SHCHCS3,1.0 akg_c + 1.0 o2_c + 1.0 ichor_c + 3.0 fum_c + 1.0 uppg3_c + 1.0 atp_c + 1.0 octdp_c + 1.0 fe2_c + 6.0 h_c -> 3.0 h2o_c + 2.0 ppi_c + 1.0 pheme_c + 3.0 succ_c + 1.0 amp_c + 8.0 co2_c + 1.0 2dmmql8_c + 1.0 pyr_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
LIPOS_LIPOCT,2.0 amet_c + 1.0 ocACP_c + 1.0 4fe4s_c + 1.0 nad_c + 2.0 h_c -> 2.0 dad_DASH_5_c + 2.0 met_DASH_L_c + 2.0 fe2_c + 1.0 ACP_c + 1.0 2fe2s_c + 1.0 nadh_c + 1.0 lipopb_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
BMOGDS1_BMOGDS2_BMOCOS,1.0 moco_c + 2.0 gtp_c + 2.0 h_c + 1.0 mptamp_c -> 1.0 cu2_c + 2.0 ppi_c + 1.0 amp_c + 1.0 bmocogdp_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
MECDPS_DXPRIi_MEPCT_CDPMEK_MECDPDH5,1.0 nadph_c + 1.0 atp_c + 2.0 flxr_c + 1.0 dxyl5p_c + 2.0 h_c + 1.0 ctp_c -> 1.0 h2o_c + 1.0 nadp_c + 1.0 cmp_c + 2.0 flxso_c + 1.0 ppi_c + 1.0 h2mb4p_c + 1.0 adp_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
PMEACPE_EGMEACPR_DBTS_AOXSr2_I2FE2SR_OPMEACPD_MALCOAMT_AMAOTr_OPMEACPS_OPMEACPR_OGMEACPD_OGMEACPR_OGMEACPS_EPMEACPR_BTS5,1.0 ala_DASH_L_c + 1.0 malcoa_c + 4.0 nadph_c + 1.0 iscssh_c + 1.0 atp_c + 2.0 malACP_c + 1.0 2fe2s_c + 3.0 amet_c + 1.0 iscu_c -> 1.0 h2o_c + 1.0 btn_c + 1.0 dad_DASH_5_c + 1.0 met_DASH_L_c + 1.0 ahcys_c + 2.0 ACP_c + 1.0 amob_c + 1.0 iscs_c + 1.0 iscu_DASH_2fe2s_c + 1.0 pi_c + 1.0 coa_c + 2.0 h_c + 1.0 adp_c + 1.0 meoh_c + 2.0 co2_c + 4.0 nadp_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
CBLAT_THZPSN3_E4PD_UPP3MT_PERD_TYRL_TMPPP_PDX5PS_PMPK_SHCHF_TMPK_PDX5POi_HEMEOS_SHCHD2_ENTCS_AMMQLT8_OHPBAT,1.0 o2_c + 1.0 frdp_c + 1.0 uppg3_c + 4.0 atp_c + 1.0 fe2_c + 1.0 4ampm_c + 1.0 e4p_c + 2.0 dxyl5p_c + 1.0 pheme_c + 3.0 23dhba_c + 1.0 cbl1_c + 1.0 2dmmql8_c + 4.0 nad_c + 1.0 tyr_DASH_L_c + 2.0 nadph_c + 3.0 seramp_c + 1.0 glu_DASH_L_c + 4.0 amet_c + 1.0 iscssh_c -> 2.0 h2o_c + 1.0 pydx5p_c + 1.0 h2o2_c + 17.0 h_c + 1.0 thmpp_c + 2.0 co2_c + 1.0 mql8_c + 1.0 hemeO_c + 1.0 dad_DASH_5_c + 1.0 met_DASH_L_c + 2.0 adp_c + 1.0 4crsol_c + 3.0 ahcys_c + 1.0 enter_c + 1.0 akg_c + 1.0 adocbl_c + 2.0 nadp_c + 7.0 amp_c + 1.0 pppi_c + 4.0 nadh_c + 3.0 ppi_c + 1.0 iscs_c + 1.0 sheme_c + 1.0 pi_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
GLUTRR_GLUTRS_G1SAT,1.0 glu_DASH_L_c + 1.0 nadph_c + 1.0 h_c + 1.0 atp_c -> 1.0 5aop_c + 1.0 ppi_c + 1.0 nadp_c + 1.0 amp_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
GRTT_DMPPS_DMATT,1.0 nadh_c + 2.0 ipdp_c + 1.0 h2mb4p_c + 1.0 h_c -> 1.0 h2o_c + 1.0 frdp_c + 2.0 ppi_c + 1.0 nad_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
OMMBLHX_OMPHHX_DMQMT_OMBZLM_OHPHM,1.0 o2_c + 1.0 2ohph_c + 3.0 amet_c -> 1.0 q8h2_c + 3.0 ahcys_c + 3.0 h_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
MOADSUx_MPTSS,1.0 h_c + 1.0 nadh_c + 1.0 iscssh_c + 1.0 atp_c + 1.0 moadcoo_c -> 1.0 moadcosh_c + 1.0 ppi_c + 1.0 nad_c + 1.0 amp_c + 1.0 iscs_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
I4FE4ST_I4FE4SR_I2FE2SS2,2.0 fe2_c + 2.0 fadh2_c + 1.0 iscu_DASH_2fe2s_c + 2.0 iscssh_c -> 2.0 fad_c + 1.0 iscu_c + 1.0 4fe4s_c + 2.0 iscs_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
MOCDS_MOGDS,1.0 ctp_c + 2.0 moco_c + 1.0 gtp_c + 2.0 h_c -> 1.0 mococdp_c + 2.0 ppi_c + 1.0 mocogdp_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
SERASr_DHBD_DHBS_UPP3S_HMBS_ICHORT,4.0 ppbng_c + 1.0 h2o_c + 2.0 atp_c + 1.0 ichor_c + 1.0 ser_DASH_L_c + 1.0 h_c + 1.0 nad_c -> 1.0 uppg3_c + 1.0 23dhba_c + 2.0 ppi_c + 1.0 pyr_c + 1.0 seramp_c + 1.0 nadh_c + 4.0 nh4_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
MPTAT_MPTS_CPMPS,2.0 moadcosh_c + 1.0 cu2_c + 1.0 h2o_c + 1.0 gtp_c + 1.0 atp_c -> 2.0 ppi_c + 1.0 mptamp_c + 4.0 h_c + 2.0 moadcoo_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
